heure,pseudo,contexte,composant,evenement
2024-09-11 21:35:39,435,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-11 21:36:50,773,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Rapport du participant,Rapport d’évaluation utilisateur consulté
2024-09-11 21:37:15,773,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-11 21:57:14,65,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-11 21:57:31,65,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-11 21:57:48,65,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-11 21:57:58,65,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-09-11 21:58:10,65,Autre,Fichier,Module de cours consulté
2024-09-11 22:00:37,65,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-11 22:32:55,357,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-11 22:33:21,357,Autre,Fichier,Module de cours consulté
2024-09-11 22:33:41,357,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-11 22:33:48,357,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-11 22:34:01,357,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-11 22:34:38,357,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-11 22:52:59,392,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-11 22:53:36,392,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-11 23:08:26,438,Autre,Fichier,Module de cours consulté
2024-09-11 23:15:32,438,Autre,Fichier,Module de cours consulté
2024-09-11 23:16:55,438,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-11 23:17:07,438,Fichier: Conseils,Fichier,Module de cours consulté
2024-09-11 23:17:35,438,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-09-11 23:17:59,438,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-11 23:18:56,438,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-11 23:19:00,438,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 07:03:33,918,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 07:36:48,602,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-12 07:44:23,169,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 07:44:51,169,Autre,Fichier,Module de cours consulté
2024-09-12 07:44:55,169,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 07:51:49,592,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 07:51:59,592,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-09-12 07:52:13,592,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 07:53:02,592,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-12 07:55:15,511,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 07:55:21,511,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-12 07:55:21,511,Autre,Fichier,Module de cours consulté
2024-09-12 07:57:08,269,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 07:57:21,511,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 07:57:25,511,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-12 07:57:26,511,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-09-12 07:57:40,269,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-12 08:57:27,19,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 08:58:09,210,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 08:58:21,210,Forum: Question Réponses,Forum,Module de cours consulté
2024-09-12 08:58:25,210,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 08:58:25,19,Fichier: Fiche sur les tableaux à plusieurs dimensions,Fichier,Module de cours consulté
2024-09-12 08:58:48,210,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-12 08:58:52,19,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-12 08:58:55,210,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 08:58:59,210,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-12 08:59:04,210,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Module de cours consulté
2024-09-12 08:59:07,210,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-12 09:12:41,511,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 09:35:05,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 09:35:12,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-09-12 09:35:13,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Visites guidées,Visite guidée commencée
2024-09-12 09:35:14,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Visites guidées,Visite guidée terminée
2024-09-12 09:35:56,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 09:39:41,829,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-12 09:42:23,602,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 09:42:38,602,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-09-12 10:51:11,686,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 10:58:34,511,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 10:59:10,511,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-12 11:17:40,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 11:17:50,400,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-12 11:18:26,400,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-12 11:18:51,705,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 11:19:11,705,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-12 11:21:00,705,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 11:21:54,705,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-12 11:21:57,415,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 11:22:19,415,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-12 11:22:32,415,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 11:22:34,415,Fichier: Conseils,Fichier,Module de cours consulté
2024-09-12 11:23:34,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 11:23:34,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-09-12 11:23:37,415,Fichier: Conventions,Fichier,Module de cours consulté
2024-09-12 11:23:43,415,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-09-12 11:24:11,15,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-12 11:24:23,415,Fichier: Contrat,Fichier,Module de cours consulté
2024-09-12 11:24:26,15,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-09-12 11:24:51,705,Fichier: Exemples sur les notions de base,Fichier,Module de cours consulté
2024-09-12 11:25:04,415,Autre,Fichier,Module de cours consulté
2024-09-12 11:25:11,415,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 11:25:45,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 11:25:56,400,Fichier: Exemples sur les notions de base,Fichier,Module de cours consulté
2024-09-12 11:26:14,415,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-12 11:26:16,705,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-09-12 11:26:32,415,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-12 11:29:56,400,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-09-12 11:30:25,400,Fichier: Feuille TD2,Fichier,Module de cours consulté
2024-09-12 11:30:30,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 11:30:42,400,Fichier: Activités en autonomie sur les notions de base,Fichier,Module de cours consulté
2024-09-12 11:31:35,400,Fichier: Corrigés des activités sur les notions de base,Fichier,Module de cours consulté
2024-09-12 11:32:36,400,Fichier: Solution de la feuille de TD 1,Fichier,Module de cours consulté
2024-09-12 11:32:56,400,Fichier: Solution de la feuille de TD 1,Fichier,Module de cours consulté
2024-09-12 11:33:16,400,Fichier: Fiche de cours sur les conditionnelles,Fichier,Module de cours consulté
2024-09-12 11:34:26,400,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-09-12 11:34:39,400,Fichier: Feuille de TD 2,Fichier,Module de cours consulté
2024-09-12 11:34:52,400,Fichier: Fiche de cours sur les itérations,Fichier,Module de cours consulté
2024-09-12 11:35:17,400,Fichier: Feuille de TD1,Fichier,Module de cours consulté
2024-09-12 11:37:57,400,Fichier: Fiche de cours sur les itérations,Fichier,Module de cours consulté
2024-09-12 11:41:43,400,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-09-12 11:42:47,400,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-09-12 11:42:58,400,Fichier: Fiche de cours sur les conditionnelles,Fichier,Module de cours consulté
2024-09-12 11:43:07,400,Fichier: Fiche de cours sur les conditionnelles,Fichier,Module de cours consulté
2024-09-12 11:44:26,400,Fichier: Fiche de cours sur les sous-algorithmes,Fichier,Module de cours consulté
2024-09-12 11:45:19,400,Fichier: Exemples sur les tableaux à une dimension,Fichier,Module de cours consulté
2024-09-12 14:06:13,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 14:31:22,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 14:32:21,829,Fichier: Fiche de cours sur les conditionnelles,Fichier,Module de cours consulté
2024-09-12 15:57:53,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 15:58:23,117,Autre,Fichier,Module de cours consulté
2024-09-12 15:58:46,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 15:59:05,117,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-09-12 15:59:57,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 16:00:05,117,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-12 16:15:35,547,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 16:16:17,547,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-12 16:48:00,547,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 16:48:13,547,Fichier: Conseils,Fichier,Module de cours consulté
2024-09-12 16:50:06,547,Fichier: Conventions,Fichier,Module de cours consulté
2024-09-12 16:52:04,547,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-09-12 16:52:22,547,Fichier: Contrat,Fichier,Module de cours consulté
2024-09-12 16:53:01,547,Autre,Fichier,Module de cours consulté
2024-09-12 17:06:34,547,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-12 17:06:48,547,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-12 17:06:55,547,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 17:37:04,239,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 17:37:18,239,Autre,Fichier,Module de cours consulté
2024-09-12 17:47:10,239,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-12 17:49:17,239,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 17:49:28,239,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-12 17:49:37,239,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-09-12 17:49:37,239,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-09-12 17:51:33,239,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-09-12 17:51:34,239,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-09-12 17:51:44,239,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-09-12 17:51:44,239,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-09-12 17:51:45,239,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-09-12 17:52:15,239,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-09-12 17:52:18,239,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-09-12 17:52:19,239,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-09-12 17:55:03,447,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 17:55:11,447,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 17:57:22,239,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test enregistrée automatiquement
2024-09-12 17:58:01,239,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-09-12 17:58:02,239,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-09-12 17:58:08,239,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-09-12 17:58:08,239,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-09-12 17:58:10,239,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-09-12 17:58:10,447,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 17:58:16,447,Forum: Question Réponses,Forum,Module de cours consulté
2024-09-12 17:58:24,447,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 17:58:42,239,Test: Test : Ch. 3 – Les itérations,Test,Module de cours consulté
2024-09-12 17:58:46,447,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-12 17:58:46,239,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test consultée
2024-09-12 17:58:46,239,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test commencée
2024-09-12 18:01:47,447,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 18:01:51,447,Fichier: Conseils,Fichier,Module de cours consulté
2024-09-12 18:02:39,447,Fichier: Conventions,Fichier,Module de cours consulté
2024-09-12 18:02:50,447,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-09-12 18:03:17,447,Fichier: Contrat,Fichier,Module de cours consulté
2024-09-12 18:04:32,447,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-09-12 18:05:04,447,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 18:05:17,447,Autre,Fichier,Module de cours consulté
2024-09-12 18:05:35,296,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-12 18:05:41,296,Autre,Fichier,Module de cours consulté
